conts_id,conts_ttl,addr,daddr,map_lat,map_lot,telno,conts_sumry,hmpg_addr,crcd_psblty_info,rprs_menu_guid,chdcnr_yn,bsn_hr_guid,packng_psblty_info,parkng_fclt_cn,rsvt_guid,hldy_guid,trtmnt_menu_cn,pet_acmpny_psblty_info,reg_dt
APD21112609174432940,풍전식당,인천광역시 미추홀구 남주길 5,,37.454514548200,126.669863411600,0328668710,"풍전식당은 주안동에 있는 육개장 전문 음식점이다. 메뉴에는 육개장, 갈비탕, 해장국, 등심, 양념갈비, 차돌박이 불고기, 목삼겹, 갈매기살, 돼지갈비 등을 메뉴로 하고 있다. 메뉴 주문 시 배추김치와 깍두기는 기본반찬으로 준비되고 그 외에 밑반찬들은 상황에 따라 매일 달라진다. 대표메뉴인 육개장은 매콤한 향을 풍기고 새빨간 국물의 비주얼이지만 크게 맵지 않다. 육개장 안에는 당면과 소고기, 고사리, 숙주나물, 버섯, 양파 등의 재료가 푸짐하게 있다. 매장 주차장은 식당 바로 앞에 있어 주차하기 편리하며 단체석이 존재하여 각종 모임이나 회식장소로도 안성맞춤이다.",,가능,육개장,0,06:00~22:00 (마지막 주문 21:30),,가능<br>요금 (무료),,매주 화요일,갈비탕 / 육개장 / 해장국 / 등심 등,,2025-10-03 08:30:08.637409000
APD21112609133372247,오목골즉석메밀우동 박문점,인천광역시 미추홀구 석정로 142,(숭의동),37.468437595100,126.650889755300,,"인천 미추홀구 숭의동에 자리 잡은 유명한 메밀 국숫집이다. 상호는 우동집이라고 되어 있지만 주메뉴는 메밀로 만든 면 국수류이다. 그중 메밀우동과 메밀짜장, 비빔면과 물냉면이 많이 찾는 인기 메뉴이다. 1인 1메뉴를 주문하면 사리추가 1번 무료로 가능하다. 왕새우 모양의 계란말이 김밥도 함께 맛보는 걸 추천한다. 24시간 영업하며 주차장이 넓어 이용하기 편리하다.",,가능,메밀우동,0,상시 개방,가능,가능<br>요금 (무료),,연중무휴,메밀비빔 / 메밀짜장 / 밀가루 우동 / 밀가루 짜장 / 계란말이 김밥 등,,2025-10-03 08:30:08.637409000
APD21112609214386592,송도국제경양식,인천광역시 연수구 센트럴로 194,,37.395179255100,126.640420518100,0328888525,"송도국제경양식은 인천 연수구 송도동에 위치한 경양식 전문점이다. 센트럴파크 상가 2층에 자리하여 건물 내 주차하기가 용이하다. 신도시에서 재오픈을 하여 비교적 깔끔한 분위기 속에서 식사를 할 수 있다. 대표 메뉴로 안심스테이크, 비프까스 등이 있는데 모두 수프와 빵과 함께 제공한다. 수프는 야채수프와 크림수프가 존재하고 야채수프는 담백하고 삼삼한 국물맛을 느낄 수 있고 크림수프는 부드러운 크림맛이다. 식전빵은 두툼한 모닝빵이며 버터와 사과잼이 같이 제공된다. 대표메뉴인 경양식 돈가스의 경우 야채샐러드, 감자튀김, 삶은 당근, 마카로니와 함께 나오며 바삭한 돈가스의 맛을 느낄 수 있다.",,가능,안심스테이크,0,[평일]<br>- 11:30~21:00<br>- 준비 시간 15:00~17:00<br>- 마지막 주문 20:00<br>[주말]<br>- 11:30~20:30<br>- 준비 시간 15:00~17:00<br>- 마지막 주문 19:30,가능,가능<br>요금 (무료),,매주 일요일,생선가스 / 함박스테이크 / 비프가스 / 돈가스,,2025-10-03 08:30:08.637409000
APD24011910012467579,신승반점,인천광역시 중구 차이나타운로44번길 31-3,,37.475555628200,126.617762024500,,"공화춘 창업주인 우희광 씨의 손녀가 운영하는 식당이다. 돼지고기와 채소를 같아만든 달콤한 소스가 매력적인 ''유니자장면''이 대표 메뉴다. 간짜장처럼 면과 소스가 따로 나오며 반숙한 달걀프라이도 올려준다. 쫀득한 식감의 찹쌀탕수육, 삼선 해물누룽지탕도 인기다.",http://ss-chinese.com/,,유니짜장면,0,[평일]<br>- 11:00~21:00<br>- 중간 마지막 주문 14:30<br>- 준비시간 15:00~16:45<br>- 마지막 주문 20:20<br>[주말]<br>- 11:00~21:00<br>- 중간 마지막 주문 15:00<br>- 준비시간 15:30~16:40<br>- 마지막 주문 20:20,,불가능,,연중무휴,간짜장면 / 고추짬뽕 / 전복삼선짬뽕 / 삼선우동 등,,2025-10-03 08:30:08.637409000
APD25020309282283456,분아뜰리에,인천광역시 남동구 만의골로195번길 66 (장수동),1층,37.461112781800,126.770315180900,,"분아뜰리에는 인천 대공원 근처에 위치한 넓고 쾌적한 공간을 자랑하는 대형 베이커리 카페다. 300평 규모의 공간에 커피와 베이커리뿐만 아니라, 다양한 문화 콘텐츠를 담아낸 복합문화공간으로 많은 사랑을 받고 있다. 또한 계절마다 새로운 테마로 공간을 꾸며 방문할 때마다 색다른 경험을 선사한다.",,가능,진코라떼,0,매일 10:00-21:00시,가능,건물 뒷면에 주차장이 마련되어있습니다. 만차시 제2주차장으로 안내 해드립니다.,0507-1372-7395로 전화 예,연중무휴,"개성주악 라떼, 누룽지 크런치, 플레인 소금빵",,2025-10-03 08:30:08.637409000
APD21112609150808527,송도주막,인천광역시 연수구 청량로79번길 36 (동춘동),,37.413910713400,126.657490666600,,"송도 라마다호텔 인근 맛집 거리에 있는 보리밥 전문점이다. 기와지붕 가진 건물에 넓은 홀임에도 손님들로 항상 붐비는 곳이다. 옛날보리밥, 시래기털레기수제비가 인기가 좋다. 주막집 이름답게 옛날국밥과 녹두전, 도토리묵도 좋아하는 메뉴이다. 떡갈비는 아이들이 좋아하고 쌈채소와 밑반찬도 제공되어 건강한 한 끼를 챙길 수 있다.",,,옛날보리밥,0,- 09:30~22:00<br>- 준비시간 15:50~16:30<br>- 마지막 주문 21:15<br>※ 주말에는 준비시간 없이 영업함,,가능,,연중무휴,시레기 털레기 / 코다리구이 / 쭈꾸미볶음 등,,2025-10-03 08:30:08.637409000
APD21112609155298770,이스트 바이 게이트,인천광역시 연수구 송도국제대로 123,,37.381681130200,126.657930407300,,"이스트바이게이트 현대 프리미엄아웃렛 송도점은 인천지하철 1호선 테크노파크역 2번 출구 아웃렛 상가 1층에 있다. 주차는 매장이 있는 건물에 할 수 있다. 이곳은 타이푸드를 기본으로 동남아시아를 비롯한 아시아의 대표적인 요리를 한자리에서 선보이는 퓨전 요리 전문점이다. 내부는 깔끔하고 쾌적하다. 벽돌, 우드의 따뜻한 톤에 와인잔도 세팅되어 있어 고급스러운 바 느낌도 든다. 좌석 간격이 넓은 편이며 사이 칸막이가 설치되어 있다. 외부에는 테라스 테이블도 있다. 대표 메뉴는 뿌팟퐁커리, 바질포크래터스랩이다. 이외 쏨땀, 팟타이 꿍, 카우팟 뿌, 나시고랭, ?얌꿍이 있다. <br>매장 인근에 송도센트럴파크, 인천상륙작전기념관, 인천시립박물관이 있어 식사 전후 연계 관광을 할 수 있다.",http://gate9.co.kr,,뿌팟퐁커리,0,10:30~21:00 (마지막 주문 20:00),,가능,,연중무휴,바질포크래터스랩 / 그린 파파야 샐러드 / 게살 라이스 / 나시고랭 / ?양꿍 등,,2025-10-03 08:30:08.637409000
APD25020309282158729,셀레브르,인천광역시 연수구 아트센터대로 131 (송도동),202동217호 (스타벅스 맞은),37.399437028000,126.636709627800,50713168084,"인천 셀레브르는 송도 센트럴파크 근처에 위치한 카페로, 특히 신선한 망고와 우유 얼음이 가득 들어 있어 시원하고 달콤한 맛을 자랑하는 망고빙수로 유명한 곳이다. 또한 셀레브르는 송도 커넬워크 여름동 2층에 위치하고 있어 쇼핑과 함께 카페를 즐기기에 좋다.",,,밤바스크치즈케?,0,매일 10:30 - 22:00,,있음,0507-1316-8084로 문의,연중무휴,청귤블라썸,,2025-10-03 08:30:08.637409000
APD21112609211515350,선한정식,인천광역시 연수구 능허대로267번길 59,,37.414513410600,126.656915702400,0328317767,"인천광역시 연수구 동춘동에 위치한 선한정식은 정갈하고 맛있는 한정식을 제공하는 맛집이다. 이곳은 신선한 재료와 정성으로 만든 다양한 반찬과 함께 맛있는 밥상을 선보인다. 각종 나물, 김치, 전 등 전통적인 한정식 메뉴들이 정갈하게 차려져 있어, 풍성한 한 끼를 즐길 수 있다. 특히, 선한정식은 건강을 고려한 메뉴 구성으로, 담백하고 깔끔한 맛을 자랑한다. 모든 음식은 신선하게 준비되며, 손님들의 입맛에 맞춰 정성껏 제공된다. 아늑한 분위기와 친절한 서비스 또한 이곳의 장점이다.",,,한정식,0,11:30~22:00 (준비 시간 15:00~17:00)<br>※ 주말은 준비 시간 없음,,가능<br>요금 (무료),,연중무휴,간장게장 / 보리굴비 / 한촌탕 등,,2025-10-03 08:30:08.637409000
APD21112609222980482,변가네옹진냉면,인천광역시 미추홀구 한나루로586번길 92,,37.457630980500,126.677101554200,0328750410,옹진냉면에서는 단 하루만 지나도 메밀의 맛이 영양을 잃기 때문에 메밀을 그날 쓸 만큼만 준비한다. 쫄깃쫄깃한 맛 대신 부드럽고 담백한 면과 10여 시간 동안 곤 사골 육수가 잘 어우러진다. 메밀 삶은 물인 엽차 또한 별미이다.,,가능,냉면,0,11:30~20:00 (라스트오더 19:30),,가능,전화 예약 문의 (032-875-0410),매주 일요일,삼겹살 편육 등,,2025-10-03 08:30:08.637409000
APD25020309283832794,별미순대,인천광역시 연수구 신송로 121 (송도동),송도센타프라자,37.395440537600,126.651894465600,,인천에서 순대국밥 맛집으로 유명한 별미순대는 푸짐한 양과 진한 국물 맛으로 많은 사람들에게 사랑받는 곳이다. 특히 송도 지역에서는 오랜 시간 자리를 지키며 지역 주민들의 입맛을 사로잡고 있다. 깔끔하고 진한 국물의 순대국밥이 생각날 때 방문하기 좋은 장소이다.,,가능,"순대국밥, 얼큰내장탕, 수육",0,월~토 08:30 - 21:40(15:30 - 17:00 브레이크타임),가능,,032-858-6900으로 전화 예약,매주 일요일,"순대곱창볶음, 곱창전골",,2025-10-03 08:30:08.637409000
APD25020309290159755,롱비치커피앤브래드,인천광역시 연수구 랜드마크로 194 (송도동),롱비치커피앤브래드 1층,37.407327310800,126.610153497600,,송도 1호 수변공원 바로 옆에 자리하는 롱비치커피앤브래드는 인천대교와 탁 트인 서해바다를 한눈에 담을 수 있는 멋진 뷰를 자랑한다. 계절에 따라 새로운 메뉴를 선보여 방문할 때마다 새로운 즐거움을 선사한다는 매력이 있다.,,지역화폐 (지류형) 간편결제,카페,0,매일 09:00 - 22:00 (21:30 라스트오더),가능,무료 주차 가능,전화 예약,연중무휴,망고라떼 / 블루레몬에이드 / 콜드브루 라떼 / 루이보스 빌베리,,2025-10-03 08:30:08.637409000
APD21112609222916101,누닝 펫푸드카페,인천광역시 서구 청라커낼로 270 (청라동),,37.532585587900,126.644977399200,,누닝 펫푸드카페는 반려견과 함께 커피 및 간단한 음료를 이용할 수 있는 애견동반카페로 운영하고 있다. 청라 커널웨이에 위치하고 있으며 청라수변공원 및 청라호수공원과 인접하여 반려견과 산책 중 쉬었다 갈 수 있는 휴식의 공간을 제공하고 있다. 소중한 반려견과 즐거운 시간을 보낼 수 있는 작지만 편안한 공간을 지향하고 있는 누닝 펫푸드카페는 단미사료제조업 정식 허가업체이며 천연의 재료로 깨끗하고 신선하게 애견수제간식을 만들고 있다. 보호자들을 위한 커피 등 간단한 음료와 함께 반려동물이 즐길 수 있는 다양한 펫푸드를 판매하고 있으며 시그니처 강아지 음료는 우유거품이 풍성하게 올라간 누닝퍼푸치노이다. 강아지 케이크와 베이커리 간식들도 이용할 수 있으며 강아지 음료를 제외한 간식들은 인터넷을 통해서 구매도 가능하다.,https://www.instagram.com/goodnooning,가능,퍼푸치노,0,- 화요일~토요일 10:30~19:00<br>- 일요일 13:00~19:00,,가능,,매주 월요일,산양유 요거트 아이스크림 / 테린 조각 케이크 / 곰돌이 보틀 케이크 등,,2025-10-03 08:30:08.637409000
APD21112609150384316,온센 신포점,인천광역시 중구 신포로35번길 22,(송학동3가),37.472739412600,126.624780906500,,"인천 중구 송학동에 있는 일식당이다. 식당 건물은 일본식 가옥으로 건물 외관만으로도 일본 분위기가 흠씬 난다. 이 집은 텐동 메뉴로 유명한 곳인데 텐동은 고슬고슬하게 지어진 밥 위에 새우, 단호박, 오징어 등 다양한 튀김을 올려놓은 일본식 튀김 덮밥이다. 튀김 종류에 따라 온센텐동을 비롯한 각종 텐동 요리가 있다.",https://www.instagram.com/onsentendong_official/,가능,온센텐동,0,11:30 ~ 20:30 (평일 브레이크타임 15:00 ~ 17:00 / 라스트오더 20:00) <br>※ 주말은 브레이크 타임 없이 운영,가능,불가능,전화,연중무휴,아나고텐동 / 이까텐동 / 가자미텐동 / 에비텐동 / 온센 소바 등,,2025-10-03 08:30:08.637409000
APD21112609200749690,[백년가게]전동집,인천광역시 연수구 앵고개로101번길 44-16,,37.415046673300,126.656393512700,0328193075,"중소벤처기업부 2019년도 ‘백년가게’로 선정된 가게이다. 다 똑같은 백반 한 상이 아닌 고객의 취향에 맞게 골라 먹을 수 있는 메뉴를 보유한 곳으로 생선요리, 매콤 양념 돼지고기, 순한 소고기 요리 중에서 선택해서 먹을 수 있는 곳이다. 저녁 메뉴로는 동그랑땡, 대구살조림, 불쭈꾸미볶음 등을 제공하여 저녁에도 고객들이 다양한 음식을 즐길 수 있도록 노력하고 있다. 강원도 영월과 인제에서 생산되는 당귀, 취, 산마늘, 뽕잎 등의 건강 식재료를 활용하여 맛과 건강을 모두 잡고 있어 고객들의 큰 호응을 얻고 있다.",,,우대갈비 청국장,0,- 11:20~21:30<br>- 준비시간 15:00~16:00<br>- 마지막 주문 21:00,,가능,,매주 일요일,양갈비 / 소불고기덮밥 / 매콤해물덮밥 / 잘말린 생선구이 등,,2025-10-03 08:30:08.637409000
APD21112609210038107,육가대표 청라,인천광역시 서구 청라커낼로 229-12,,37.529094304400,126.643677615000,0325670806,품질 좋은 고기를 매장에서 직접손질해서 판매하는 곳이다. 인천광역시 서구에 있는 BBQ 전문점이다. 대표메뉴는 한우 살치살이다.,,가능,한우살치살,0,16:30 ~ 22:00 (라스트 오더 21:30),가능,가능,가능,둘째·넷째 일요일,한우살치살 / 한우육회 외,,2025-10-03 08:30:08.637409000
APD25082517005029584,매헌1935,인천광역시 강화군 강화읍 신문길 25,,37.743980353000,126.484441741900,,"매헌1935는 인천광역시 강화군 강화읍 신문길 25에 위치한 한식당이다. 이 식당은 1935년에 건축된 한옥을 개조하여 운영하고 있으며, 매화꽃이 피어나는 정원을 품고 있다. 주요 관광지인 조양방직, 소창체험관, 동광직물과 인접해 있다. 매헌1935는 정갈한 한식 메뉴를 1인상으로 제공하는 것을 특징으로 한다. 대표 메뉴로는 한우 육회 비빔밥,한우 육전, 소불고기 반상, 명란 순두부 젓국, 버섯 비빔밥 등이 있다. 강화 섬쌀과 강화도 새우젓 등 지역 특산물을 사용한다. 또한 계절에 따라 한정 메뉴를 선보이기도 한다. 내부 공간은 옛 한옥의 정취를 살려 조용하고 고즈넉한 분위기를 조성하고 있다. 일부 공간은 통창으로 되어 있어 정원 경관을 감상하며 식사할 수 있다. 주차 공간이 마련되어 있으나 만차 시에는 인근 공영 주차장을 이용할 수 있다.",https://www.instagram.com/maeheon1935/,,한우육회비빔밥,0,- 평일 11:30~15:00<BR>- 주말 및 공휴일 11:00~19:00,,가능,,매주 월요일,명란순두부젓국 / 복지리 / 한우 육전 / 소불고기반상 / 버섯비빔밥 등,,2025-10-03 08:30:08.637409000
APD22112117335270380,남도추어탕,인천광역시 중구 흰바위로92번길 6-16 (운서동),,37.489579591900,126.493589640700,,남도추어탕은 공항철도 운서역 2번 출구 영종하늘도시23호소공원 인근에 있다. 매장에 전용 주차장이 있어 자가용으로 방문 시 편리하며 대중교통 연계 접근성이 좋다. 이곳은 국내산 미꾸라지로 주인이 직접 끓이는 추어탕 전문점이다. 매장 건물 외관은 밝고 깔끔하며 내부는 밝은 전통 한옥 분위기이다. 대표 메뉴로는 국내산 미꾸라지와 시래기를 푹 고아 낸 추어탕과 보쌈이 있다.,,,추어탕,0,- 11:00~21:30<br>- 마지막 주문 20:30,가능,가능,,연중무휴,수제돈까스 / 보쌈 / 홍어삼합 등,,2025-10-03 08:30:08.637409000
APD22112117335408592,목현,인천광역시 중구 화랑목로 50-9 (운서동),,37.496589984200,126.499113942100,,카페 목현은 공항철도 운서역 2번 출구 영종하늘도시7호공원 인근에 있다. 고소한 풍미의 카페 라떼와 깔끔한 아메리카노가 특징이다. 카페 바로 옆 주차 공간에 차량 4대까지 주차가 가능하다. 이곳은 2층의 건물로 1층에 자리 잡은 운치 있는 한옥카페이다. 이곳은 운서역 근처에 있는 영종하늘도시근린공원과 영종하늘도시소공원이 있어 방문 전후 산책하며 둘러보기에 좋다.,http://www.instagram.com/cafe_mokhyun,,목현라떼,0,09:00~18:00,가능,가능,,연중무휴,아메리카노 / 카페 라떼 / 크림 아몬드 라떼 등,,2025-10-03 08:30:08.637409000
ITD25020711002401721,까레몽(만수점),인천 남동구 구월로 308,,37.455337495287,126.724820721825,0324675984,,,,호밀식빵, ,07:30-23:30,가능,,,명절 당일 휴무,,,2025-10-03 08:30:08.637409000
ITD25020711021165361,토모루,인천 남동구 논고개로 87,112호,37.399075263180,126.725323256521,07082398200,,,,?통밀빵, ,08:30-22:30,가능,,,,,,2025-10-03 08:30:08.637409000
ITD25020711041812791,케레스베이커리,인천 남동구 인하로 613,"102호, 103호",37.443133505058,126.715058967164,0324630404,,,,올리브 치아바타, ,08:00-22:00,가능,,,매주화요일정기휴무,,,2025-10-03 08:30:08.637409000
ITD25020711062273775,퐁듀크라상,인천 남동구 장승남로 35,102호,37.443682785334,126.736183181756,0324640004,,,,통밀빵, ,08:00-23:00,가능,,,,,,2025-10-03 08:30:08.637409000
ITD25020711100651031,케익이벤트,인천 남동구 소래로669번길 41,,37.449831007671,126.732013083575,0324716735,,,,호밀빵, ,07:00-23:00,가능,,,,,,2025-10-03 08:30:08.637409000
ITD25020711123333453,샹끄발레르,인천 연수구 컨벤시아대로130번길 14,1층 101.102호,37.392962416690,126.644725693455,050714102274,,,,샤워도우 브레드, ,09:00-21:00,가능,,,,,,2025-10-03 08:30:08.637409000
ITD25020711230610778,아이에프베이커리,인천 서구 완정로 70,,37.598011054432,126.667317350516,0325650888,,,,올리브치아바타, ,08:00-22:30,가능,,,,,,2025-10-03 08:30:08.637409000
ITD25020711242966788,알벤토2호점,인천 서구 솔빛로 24,,37.523703110520,126.624068968126,0325673207,,,,통밀빵, ,09:00-21:30,,,,"2,4번째 월요일 정기휴무",,,2025-10-03 08:30:08.637409000
ITD25020711264874857,화이트오페라,인천 서구 청라커낼로 235,103~105호,37.529485417577,126.644456817152,0325670850,,,,독일호밀빵, ,07:35-22:30,,,,,,,2025-10-03 08:30:08.637409000
ITD25020711281969606,토모루(하늘도시점),인천 중구 하늘별빛로 71,"타임프라자 107호,604호",37.489541093268,126.563201114500,050713476498,,,,?통밀 깜빠뉴, ,08:30-22:00,,,,"설날,추석",,,2025-10-03 08:30:08.637409000
ITD25020711294518681,삼남매빵집,인천 중구 하늘중앙로 272,306동 B103호,37.484639149397,126.554215048874,050714211268,,,,감자치즈 치아바타, ,09:00-18:30(솔드아웃시 조기마감),,,,"매주 월,일 정기휴무",,,2025-10-03 08:30:08.637409000
ITD25020711313055305,갓구워낸빵,인천 동구 샛골로 173,,37.477861292314,126.644753095662,0325679019,,,,깜빠뉴, ,06:00-22:00,가능,,,,,,2025-10-03 08:30:08.637409000
ITD25020713362633439,빵굽는쉐프,인천 미추홀구 한나루로489번길 32-18,,37.451499911085,126.665728920506,0328626213,,,,?호밀빵, ,07:00-21:00,,,,매주일요일 정기휴무,,,2025-10-03 08:30:08.637409000
ITD25020713375720838,지구본,인천 연수구 송도과학로 56,송도테크노파크 BT센터 지상 1층 105호,37.381108685571,126.664082508014,050713375158,,,,마들렌, ,08:30-19:00(평일)<br>11:00-21:00(주말),,,,,,,2025-10-03 08:30:08.637409000
ITD25020713391817349,베이커리율교,인천 연수구 컨벤시아대로42번길 20,"302동 101,102호",37.400365971047,126.650769582990,050714293120,,,,치아바타, ,"10:30-21:00(목,금,토)",,,,"일,월,화,수 정기휴무 / 명절 당일 휴무",,,2025-10-03 08:30:08.637409000
ITD25020713413430307,베이커리호팡,인천 남동구 만수서로 60,1층 102호,37.461447276525,126.732686441662,050714468227,,,,통밀식빵, ,08:00-22:30,,,,,,,2025-10-03 08:30:08.637409000
ITD25020713425446167,캉파뇽제빵소,인천 남동구 서창남순환로215번길 35,1층105호,37.425489589821,126.747057475207,0324674333,,,,통밀식빵, ,07:00-23:30,,,,,,,2025-10-03 08:30:08.637409000
ITD25020713443963930,퐁듀베이커리(부개점),인천 부평구 동수로120번길 11,1층,37.483784699596,126.730741987180,050714040402,,,,라이스 레진노아, ,07:30-23:00,,,,,,,2025-10-03 08:30:08.637409000
ITD25020713455910600,몽뻬르과자점,인천 계양구 경명대로 1141,,37.543274109720,126.734032016109,0325435687,,,,올리브 치아바타, ,07:00-01:00,,,,,,,2025-10-03 08:30:08.637409000
ITD25020713474651446,알벤토1호점,인천 서구 청라루비로134번길 6,1층,37.536938275136,126.641207896113,0325683207,,,,깜빠뉴, ,08:00-22:00,,,,"2,4번째 월요일정기휴무",,,2025-10-03 08:30:08.637409000
ITD25020713511051176,토모루과자점(청라점),인천 서구 청라라임로106번길 15,1층,37.536502718877,126.654558957995,050713740144,,,,호밀빵, ,08:30-22:00,,,,,,,2025-10-03 08:30:08.637409000
APD25050107001110407,강화질시루,인천광역시 강화군 양도면 강화남로 445,,37.648115780400,126.441784432800,,"강화질시루는 인천 강화군 양도면에 위치한 전통 떡 디저트 전문 카페이다. 강화도산 재료를 활용해 전문가들이 메뉴를 직접 만들며, 화학첨가물을 사용하지 않고 자연 그대로의 맛을 살린다. 페스츄리 약과, 도라지 정과, 쑥 오쟁이떡 등 다양한 전통 디저트를 선보이며, 의례음식전시관과 방문객을 위한 전통 디저트 체험 클래스도 운영한다. 전통 한옥 감성을 담은 따뜻한 인테리어와 차분한 분위기 속에서 전통의 맛과 멋을 동시에 즐길 수 있는 강화도의 숨은 명소이다.",https://www.instagram.com/jilsiru_ganghwa/,,페스츄리 인삼약과,0,11:00~19:00  (18:30 마지막 주문),,가능<br>요금 (무료),,"매주 월요일, 화요일, 수요일",인절미와플 / 페스츄리 쑥약과 / 쑥오쟁이떡 등,,2025-10-03 08:30:08.637409000
APD22112115465128085,아띠오아나폴리핏제리아,인천광역시 연수구 컨벤시아대로 69 송도 밀레니엄,,37.395765483000,126.650969540900,,"아띠오아나폴리핏제리아는 인천 송도국제도시 인천지하철 1호선 캠퍼스타운역 4번 출구 해양경찰청 인근에 있다. 이곳은 이탈리아식 화덕 피자 전문점이다. 화덕에서 직접 굽는 피자로, 나폴리협회에서 인증받았다. 대표 메뉴는 나폴리 피자다. 메인 요리를 주문하고 나면 식전 빵이 제공된다. 이외 메뉴로는 파스타, 리소토, 샐러드 등 다양한 메뉴가 준비되어 있다.",,가능,카츄꼬 로쏘,0,11:30~22:00 (평일 브레이크타임 15:00~17:30 / 라스트오더 20:30),가능,가능<br>요금 (2시간 무료),전화 예약,설·추석 연휴,끄레마 디 감베리 / 포르마지오 에 뇨끼 / 마르게리따 콘 부팔라 등,,2025-10-03 08:30:08.637409000
APD25062407000865057,퀸스칼렛 카페드라뷰,인천광역시 연수구 연구단지로55번길 25 (송도동),102호,37.379103760500,126.664088251500,,"인천광역시 연수구 송도동에 위치한 퀸스칼렛 카페드라뷰는 고급스러운 음료, 디저트와 예술의 아름다움이 어우러져 특별한 경험을 제공하는 이색적인 카페이다. 세계 각국을 돌며 수집한 예술작품들이 모여 있는 것은 물론이고, 거대한 샹들리에와 우아한 소파 등 화려한 실내 인테리어와 소품으로 이용자들의 눈길을 사로잡는다. 음료 한 잔에도 꽃의 화사함과 예술적 감성을 담아 마치 화려한 선물을 받은 듯한 기분을 선사한다. 대표 메뉴로는 황금빛 액자 속에 음료를 배치하여 명화의 한 장면처럼 제공되는 ''마스터피스''가 있다. 그 외에도 과카몰리, 미니샌드위치 등 핑거푸드부터 작고 아름다운 여러 가지 무스케이크와 마카롱까지 포함된 ''애프터눈 티 세트''가 있다.",https://www.cafedelavue.com/,,마스터피스,0,10:00~22:00 (마지막 주문 21:30),,가능<br>요금 (최대 2시간 무료),,연중무휴,애프터눈 티 세트 / 퀸스카노(시그니처 아메리카노) / 크루아상 샌드위치 등,,2025-10-03 08:30:08.637409000
APD23030910001343262,송도 수블라키아,인천광역시 연수구 컨벤시아대로 100 현대힐스테이트,601동 123호,37.394218388400,126.647978189700,,"송도 수블라키아는 송도국제도시 해양경찰청 대로변 맞은편에 있다. 주차는 매장이 있는 상가 지하 주차장을 이용(6단지 지하주차장 또는 주차 자리가 없으면 힐스테이트 5단지 4단지 3단지에 주차) 할 수 있다. 이곳은 포털사이트에 가장 많이 예약하는 그리스 레스토랑이다. 작고 소박한 그리스의 어느 레스토랑에 온 듯 이국적인 정취가 이채롭다. 유럽 감성의 인테리어와 편안하고 수준 높은 홀 서비스를 받을 수 있다. 정통적인 방식을 100% 구현하여 만들어 낸 수블라키와 함께 다양한 와인을 즐겨볼 수 있다. 대표 메뉴는 치킨수블라키, 그릭샐러드, 리코타샐러드, 기로스가 있다. 식당 인근에는 송도센트럴파크, 대형 쇼핑타운, 골프장이 있어 연계 관광을 할 수 있다.",,"가능, 지역화폐(카드)",새우 로제 스파게티,0,주중 11:00~21:00 (브레이크타임 15:00~17:00 / 점심 라스트오더 14:00 / 저녁 라스트오더 20:00)<br><br>주말 11:00~21:00 (주말 브레이크타임 16:00~17:00 / 점심 라스트오더 15:00 / 저녁 라스트오더 20:00),,가능,예약 가능,연중무휴,그릭샐러드 / 아란치니 / 무사카 / 치킨 기로스 등,,2025-10-03 08:30:08.637409000
APD22112115465760762,로스팅트리,인천광역시 서구 여우재로 101,1층,37.487274934800,126.687119259500,,"로스팅트리는 인천 서구 가재울역 인근에 위치한 곳으로 직접 로스팅한 고급 원두를 납품 및 판매하며, 매장에서 손수 내린 핸드드립 커피를 맛볼 수 있다. 대표 메뉴는 블랜딩 포유, 다크 블랜딩, 너트 트리로 호불호가 갈리지 않고 많은 사람들의 입맛을 사로잡는 로스팅 메뉴이다. 이외에도 아메리카노, 카페라테, 차 종류, 에이드 등 다양한 음료를 맛볼 수 있다. 커피 맛이 좋은 곳으로 알려져 있어 현지인들이 추천하는 카페이다.",,가능,로스팅커피,0,※ 변동될 수 있으므로 전화문의,가능,불가능 (인근 공영주차장 이용),,매주 수요일 / 주말,핸드드립 커피 / 디 카페인(핸드드립) / 아메리카노 / 차 / 에이드 등,,2025-10-03 08:30:08.637409000
APD21112609145268326,해명산두부촌,인천광역시 강화군 삼산면 삼산남로 400-10,,37.668095277800,126.355844529600,,"관광에 빠질 수 없는 것이 맛있는 음식 찾아다니는 식도락이다. 두부촌식당은 해명산 아래 보문선 선착장 인근 매음리에 있다. 해명산을 뒤로한 채 서 있는 2층 빨간색 벽돌집 단독 건물은 여행지에서 느끼는 자연 식당으로 찾아가는 느낌을 준다. 청결한 식당 내부와 주차할 수 있는 넓은 마당도 있다. 대표메뉴는 두부소고기버섯전골이며 그 외에 원조순두부, 두부만두버섯전골, 얼큰 순두부 등 다양한 한식메뉴가 준비되어 있다.",,가능,두부소고기버섯전골 2인,0,06:00 ~ 16:00 (라스트오더 15:00),가능,가능,전화,연중무휴,원조순두부 / 두부만두버섯전골 / 뚝불고기 / 콩국수 / 돼지두루치기 등,,2025-10-03 08:30:08.637409000
